TOP PARENT,PARENT-CATEGORY,CATEGORY-NAME,CATEGORY-ID-NUMBER (SHORT-CODE),DESCRIPTION
"Agriculture, Forestry and Fisheries","Agriculture, Forestry and Fisheries",Soil and Water Management,CAT-AGR-SOIL,"<p><strong>Soil and Water Management</strong></p><p>Soil and Water Management learning and development for Agriculture, Forestry and Fisheries contexts.</p><p><strong>Typical subjects or topics:</strong> Soil health, conservation, irrigation, watershed management</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Soil%20and%20Water%20Management"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Soil and Water Management</a></p>"
"Agriculture, Forestry and Fisheries","Agriculture, Forestry and Fisheries",Livestock and Dairy,CAT-AGR-LIV,"<p><strong>Livestock and Dairy</strong></p><p>Livestock and Dairy learning and development for Agriculture, Forestry and Fisheries contexts.</p><p><strong>Typical subjects or topics:</strong> Animal husbandry, nutrition, breeding, dairy production</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Livestock%20and%20Dairy"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Livestock and Dairy</a></p>"
"Agriculture, Forestry and Fisheries","Agriculture, Forestry and Fisheries",Veterinary Field Services,CAT-AGR-VET,"<p><strong>Veterinary Field Services</strong></p><p>Veterinary Field Services learning and development for Agriculture, Forestry and Fisheries contexts.</p><p><strong>Typical subjects or topics:</strong> Animal health, disease prevention, farm biosecurity, welfare</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Veterinary%20Field%20Services"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Veterinary Field Services</a></p>"
"Agriculture, Forestry and Fisheries","Agriculture, Forestry and Fisheries",Agribusiness and Extension,CAT-AGR-AGRIB,"<p><strong>Agribusiness and Extension</strong></p><p>Agribusiness and Extension learning and development for Agriculture, Forestry and Fisheries contexts.</p><p><strong>Typical subjects or topics:</strong> Farm business, value chains, extension, cooperatives, rural finance</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Agribusiness%20and%20Extension"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Agribusiness and Extension</a></p>"
"Agriculture, Forestry and Fisheries","Agriculture, Forestry and Fisheries",Forestry and Conservation,CAT-AGR-FOR,"<p><strong>Forestry and Conservation</strong></p><p>Forestry and Conservation learning and development for Agriculture, Forestry and Fisheries contexts.</p><p><strong>Typical subjects or topics:</strong> Silviculture, forest management, biodiversity, restoration</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Forestry%20and%20Conservation"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Forestry and Conservation</a></p>"
"Agriculture, Forestry and Fisheries","Agriculture, Forestry and Fisheries",Fisheries and Aquaculture,CAT-AGR-FIS,"<p><strong>Fisheries and Aquaculture</strong></p><p>Fisheries and Aquaculture learning and development for Agriculture, Forestry and Fisheries contexts.</p><p><strong>Typical subjects or topics:</strong> Aquaculture, capture fisheries, hatcheries, processing, resource management</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Fisheries%20and%20Aquaculture"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Fisheries and Aquaculture</a></p>"
"Agriculture, Forestry and Fisheries","Agriculture, Forestry and Fisheries",Food Science and Processing,CAT-AGR-FOOD,"<p><strong>Food Science and Processing</strong></p><p>Food Science and Processing learning and development for Agriculture, Forestry and Fisheries contexts.</p><p><strong>Typical subjects or topics:</strong> Food chemistry, processing, preservation, quality, food safety</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Food%20Science%20and%20Processing"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Food Science and Processing</a></p>"
"Agriculture, Forestry and Fisheries","Agriculture, Forestry and Fisheries",Agricultural Technology,CAT-AGR-AGTECH,"<p><strong>Agricultural Technology</strong></p><p>Agricultural Technology learning and development for Agriculture, Forestry and Fisheries contexts.</p><p><strong>Typical subjects or topics:</strong> Farm machinery, sensors, drones, data, smart farming</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Agricultural%20Technology"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Agricultural Technology</a></p>"
"Energy, Utilities and Environment",Organization,"Energy, Utilities and Environment",CAT-ENE,"<p><strong>Energy, Utilities and Environment</strong></p><p>Energy systems, utilities, sustainability, climate, water and waste management</p><p><strong>Typical subjects or topics:</strong> Oil and Gas, Power Generation and Distribution, Renewable Energy, Nuclear Energy, Water and Wastewater Utilities, Waste and Circular Economy, Environmental Management, Climate Change and Carbon, Sustainability and ESG, Energy Efficiency and Management</p><p><strong>Recommended course structure:</strong> Domain / specialization / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Energy%2C%20Utilities%20and%20Environment"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Energy, Utilities and Environment</a></p>"
"Energy, Utilities and Environment","Energy, Utilities and Environment",Oil and Gas,CAT-ENE-OIL,"<p><strong>Oil and Gas</strong></p><p>Oil and Gas learning and development for Energy, Utilities and Environment contexts.</p><p><strong>Typical subjects or topics:</strong> Exploration, drilling, production, processing, pipelines, safety</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Oil%20and%20Gas"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Oil and Gas</a></p>"
"Energy, Utilities and Environment","Energy, Utilities and Environment",Power Generation and Distribution,CAT-ENE-PWR,"<p><strong>Power Generation and Distribution</strong></p><p>Power Generation and Distribution learning and development for Energy, Utilities and Environment contexts.</p><p><strong>Typical subjects or topics:</strong> Generation, transmission, distribution, grid operations</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Power%20Generation%20and%20Distribution"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Power Generation and Distribution</a></p>"
"Energy, Utilities and Environment","Energy, Utilities and Environment",Renewable Energy,CAT-ENE-REN,"<p><strong>Renewable Energy</strong></p><p>Renewable Energy learning and development for Energy, Utilities and Environment contexts.</p><p><strong>Typical subjects or topics:</strong> Solar, wind, hydro, bioenergy, storage, project operations</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Renewable%20Energy"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Renewable Energy</a></p>"
"Energy, Utilities and Environment","Energy, Utilities and Environment",Nuclear Energy,CAT-ENE-NUC,"<p><strong>Nuclear Energy</strong></p><p>Nuclear Energy learning and development for Energy, Utilities and Environment contexts.</p><p><strong>Typical subjects or topics:</strong> Reactor fundamentals, radiation protection, operations, safeguards</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Nuclear%20Energy"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Nuclear Energy</a></p>"
"Energy, Utilities and Environment","Energy, Utilities and Environment",Water and Wastewater Utilities,CAT-ENE-WAT,"<p><strong>Water and Wastewater Utilities</strong></p><p>Water and Wastewater Utilities learning and development for Energy, Utilities and Environment contexts.</p><p><strong>Typical subjects or topics:</strong> Treatment, distribution, sewerage, operations, water quality</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Water%20and%20Wastewater%20Utilities"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Water and Wastewater Utilities</a></p>"
"Energy, Utilities and Environment","Energy, Utilities and Environment",Waste and Circular Economy,CAT-ENE-WST,"<p><strong>Waste and Circular Economy</strong></p><p>Waste and Circular Economy learning and development for Energy, Utilities and Environment contexts.</p><p><strong>Typical subjects or topics:</strong> Collection, recycling, hazardous waste, resource recovery</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Waste%20and%20Circular%20Economy"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Waste and Circular Economy</a></p>"
"Energy, Utilities and Environment","Energy, Utilities and Environment",Environmental Management,CAT-ENE-ENV,"<p><strong>Environmental Management</strong></p><p>Environmental Management learning and development for Energy, Utilities and Environment contexts.</p><p><strong>Typical subjects or topics:</strong> Impact assessment, pollution control, monitoring, management systems</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Environmental%20Management"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Environmental Management</a></p>"
"Energy, Utilities and Environment","Energy, Utilities and Environment",Climate Change and Carbon,CAT-ENE-CLI,"<p><strong>Climate Change and Carbon</strong></p><p>Climate Change and Carbon learning and development for Energy, Utilities and Environment contexts.</p><p><strong>Typical subjects or topics:</strong> Climate science, adaptation, mitigation, inventories, carbon markets</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Climate%20Change%20and%20Carbon"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Climate Change and Carbon</a></p>"
